DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,HanLoTaibunKip,HoaBun,DataProvidedBy,PojNormalized,KipNormalized
12351,kâng-siaⁿ,kang5-siann,kâng-siann,kang5-siann,仝聲,仝聲,共鳴,匿名,kang-sia,kang-siann
12352,tâng-chê háu,tang5-che5 hau2,tâng-tsê háu,tang5-tse5 hau2,同齊吼,同齊吼,共鳴,匿名,tang-che hau,tang-tse hau
12353,kiâⁿ m̄-chai-lō͘,kiann5 m7-chai-loo7,kiânn m̄-tsai-lōo,kiann5 m7-tsai-loo7,行毋知路,行毋知路,迷路,匿名,kia m̄-chai-lo,kiann m̄-tsai-loo
12354,té-tūi-sù,te2-tui7-su3,té-tuī-sù,te2-tui7-su3,底墜四,底墜四,俄羅斯方塊,匿名,te-tui-su,te-tui-su
12355,chia̍h-thau,chiah8-thau,tsia̍h-thau,tsiah8-thau,食偷,食偷,佔便宜,匿名,chiah-thau,tsiah-thau
12356,mî-á-thn̂g,mi5-a2-thng5,mî-á-thn̂g,mi5-a2-thng5,棉仔糖,棉仔糖,棉花糖,匿名,mi-a-thn̂g,mi-a-thn̂g
12357,khan-thn̂g-si,khan-thng5-si,khan-thn̂g-si,khan-thng5-si,牽糖絲,牽糖絲,棉花糖,匿名,khan-thn̂g-si,khan-thn̂g-si
12358,tê-kho͘-cheng,te5-khoo-cheng,tê-khoo-tsing,te5-khoo-tsing,茶箍精,茶箍精,沐浴乳,匿名,te-kho-cheng,te-khoo-tsing
12359,sin-khu-ko,sin-khu-ko,sin-khu-ko,sin-khu-ko,身軀膏,身軀膏,乳液,匿名,sin-khu-ko,sin-khu-ko
12360,sap-bûn-ko,sap-bun5-ko,sap-bûn-ko,sap-bun5-ko,雪文膏,雪文膏,沐浴乳,匿名,sap-bun-ko,sap-bun-ko
12361,mé-lóng-pháng,me2-long2-phang2,mé-lóng-pháng,me2-long2-phang2,mé-lóng麭,mé-lóng麭,波蘿麵包,匿名,me-long-phang,me-long-phang
12362,ke-nńg-pháng,ke-nng2-phang2,ke-nńg-pháng,ke-nng2-phang2,雞卵麭,雞卵麭,波蘿麵包,匿名,ke-nng-phang,ke-nng-phang
12363,tà-cheng-phôe hoat-iām,ta3-cheng-phoe5 hoat-iam7,tà-tsing-phuê huat-iām,ta3-tsing-phue5 huat-iam7,罩睛皮發炎,罩睛皮發炎,結膜炎,匿名,ta-cheng-phoe hoat-iam,ta-tsing-phue huat-iam
12364,ba̍k-chiu-mo̍͘h,bak8-chiu-mooh8,ba̍k-tsiu-mo̍oh,bak8-tsiu-mooh8,目睭膜,目睭膜,視網膜,匿名,bak-chiu-moh,bak-tsiu-mooh
12365,sī-bāng-mo̍͘h,si7-bang7-mooh8,sī-bāng-mo̍oh,si7-bang7-mooh8,視網膜,視網膜,視網膜,匿名,si-bang-moh,si-bang-mooh
12366,khòaⁿ hiān-tiûⁿ,khoann3 hian7-tiunn5,khuànn hiān-tiûnn,khuann3 hian7-tiunn5,看現場,看現場,現場場勘,匿名,khoa hian-tiu,khuann hian-tiunn
12367,thàm lō͘-chháu,tham3 loo7-chhau2,thàm lōo-tsháu,tham3 loo7-tshau2,探路草,探路草,現場場勘,匿名,tham lo-chhau,tham loo-tshau
12368,iám-sin,iam2-sin,iám-sin,iam2-sin,掩身,掩身,隱形,匿名,iam-sin,iam-sin
12369,chhùi-kháu,chhui3-khau2,tshuì-kháu,tshui3-khau2,喙口,喙口,洞口,匿名,chhui-khau,tshui-khau
12370,khang-á-kháu,khang-a2-khau2,khang-á-kháu,khang-a2-khau2,空仔口,空仔口,洞口,匿名,khang-a-khau,khang-a-khau
12371,lo̍k-lo̍k-tê,lok8-lok8-te5,lo̍k-lo̍k-tê,lok8-lok8-te5,漉漉茶,漉漉茶,手搖杯,匿名,lok-lok-te,lok-lok-te
12372,kì-sī-kám,ki3-si7-kam2,kì-sī-kám,ki3-si7-kam2,既視感,既視感,既視感,匿名,ki-si-kam,ki-si-kam
12373,pòaⁿ-kiám-kî,poann3-kiam2-ki5,puànn-kiám-kî,puann3-kiam2-ki5,半減期,半減期,半衰期,匿名,poa-kiam-ki,puann-kiam-ki
12374,kho͘-poe,khoo-poe,khoo-pue,khoo-pue,箍飛,箍飛,滑翔,匿名,kho-poe,khoo-pue
12375,phah-kho͘-poe,phah-khoo-poe,phah-khoo-pue,phah-khoo-pue,拍箍飛,拍箍飛,滑翔,匿名,phah-kho-poe,phah-khoo-pue
12376,kha-tó͘ chho͘,kha-too2 chhoo,kha-tóo tshoo,kha-too2 tshoo,跤肚粗,跤肚粗,蘿蔔腿,匿名,kha-to chho,kha-too tshoo
12377,chhoán-tōa-khùi,chhoan2-toa7-khui3,tshuán-tuā-khuì,tshuan2-tua7-khui3,喘大氣,喘大氣,深呼吸,匿名,chhoan-toa-khui,tshuan-tua-khui
12378,tōa-khùi suh kàu té,toa7-khui3 suh kau3 te2,tuā-khuì suh kàu té,tua7-khui3 suh kau3 te2,大氣欶到底,大氣欶到底,深呼吸,匿名,toa-khui suh kau te,tua-khui suh kau te
12379,suh-tōa-khùi,suh-toa7-khui3,suh-tuā-khuì,suh-tua7-khui3,欶大氣,欶大氣,深呼吸,匿名,suh-toa-khui,suh-tua-khui
12380,tiàu ko͘-kńg,tiau3 koo-kng2,tiàu koo-kńg,tiau3 koo-kng2,吊孤槓,吊孤槓,吊單槓,匿名,tiau ko-kng,tiau koo-kng
12381,tiàu chhiū-kâu,tiau3 chhiu7-kau5,tiàu tshiū-kâu,tiau3 tshiu7-kau5,吊樹猴,吊樹猴,吊單槓,匿名,tiau chhiu-kau,tiau tshiu-kau
12382,giú ko͘-kńg,giu2 koo-kng2,giú koo-kńg,giu2 koo-kng2,搝孤槓,搝孤槓,拉單槓,匿名,giu ko-kng,giu koo-kng
12383,toaⁿ-kǹg,toann-kng3,tuann-kǹg,tuann-kng3,單槓,單槓,單槓,匿名,toa-kng,tuann-kng
12384,chi̍t tiâu chîⁿ,chit8 tiau5 chinn5,tsi̍t tiâu tsînn,tsit8 tiau5 tsinn5,一條錢,一條錢,一筆錢,匿名,chit tiau chi,tsit tiau tsinn
12385,chi̍t pit chîⁿ,chit8 pit chinn5,tsi̍t pit tsînn,tsit8 pit tsinn5,一筆錢,一筆錢,一筆錢,匿名,chit pit chi,tsit pit tsinn
12386,chi̍t tù chîⁿ,chit8 tu3 chinn5,tsi̍t tù tsînn,tsit8 tu3 tsinn5,一注錢,一注錢,一筆錢,匿名,chit tu chi,tsit tu tsinn
12387,chi̍t tòng chîⁿ,chit8 tong3 chinn5,tsi̍t tòng tsînn,tsit8 tong3 tsinn5,一tòng錢,一tòng錢,一筆錢,匿名,chit tong chi,tsit tong tsinn
12388,chi̍t thōng chîⁿ,chit8 thong7 chinn5,tsi̍t thōng tsînn,tsit8 thong7 tsinn5,一thiōng錢,一thiōng錢,一筆錢,匿名,chit thong chi,tsit thong tsinn
12389,pha-pha-cháu chiat-bo̍k,pha-pha-chau2 chiat-bok8,pha-pha-tsáu tsiat-bo̍k,pha-pha-tsau2 tsiat-bok8,拋拋走節目,拋拋走節目,行腳節目,匿名,pha-pha-chau chiat-bok,pha-pha-tsau tsiat-bok
12390,ngiâ-sîn-bêng,ngia5-sin5-beng5,ngiâ-sîn-bîng,ngia5-sin5-bing5,迎神明,迎神明,迎神明,匿名,ngia-sin-beng,ngia-sin-bing
12391,hiam-sng-thng,hiam-sng-thng,hiam-sng-thng,hiam-sng-thng,薟酸湯,薟酸湯,酸辣湯,匿名,hiam-sng-thng,hiam-sng-thng
12392,tōng-bu̍t-phōaⁿ,tong7-but8-phoann7,tōng-bu̍t-phuānn,tong7-but8-phuann7,動物伴,動物伴,寵物,匿名,tong-but-phoa,tong-but-phuann
12393,chhī-ti-sek kàu-io̍k,chhi7-ti-sek kau3-iok8,tshī-ti-sik kàu-io̍k,tshi7-ti-sik kau3-iok8,飼豬式教育,飼豬式教育,填鴨式教育,匿名,chhi-ti-sek kau-iok,tshi-ti-sik kau-iok
12394,Sin-kài,Sin-kai3,Sin-kài,Sin-kai3,新界,新界,新界,匿名,Sin-kai,Sin-kai
12395,hui-phiat-á,hui-phiat-a2,hui-phiat-á,hui-phiat-a2,飛𥐵仔,飛𥐵仔,飛盤,匿名,hui-phiat-a,hui-phiat-a
12396,chin kiú-kiàn,chin kiu2-kian3,tsin kiú-kiàn,tsin kiu2-kian3,真久見,真久見,好久不見,匿名,chin kiu-kian,tsin kiu-kian
12397,khê-koan,khe5-koan,khê-kuan,khe5-kuan,㧎關,㧎關,卡關,匿名,khe-koan,khe-kuan
12398,sam-ûi,sam-ui5,sam-uî,sam-ui5,三圍,三圍,三圍,匿名,sam-ui,sam-ui
12399,āu-chèng-thâu,au7-cheng3-thau5,āu-tsìng-thâu,au7-tsing3-thau5,後症頭,後症頭,後遺症,匿名,au-cheng-thau,au-tsing-thau
12400,So͘ Cheng-chhiong,Soo Cheng-chhiong,Soo Tsing-tshiong,Soo Tsing-tshiong,蘇貞昌,蘇貞昌,蘇貞昌,匿名,So Cheng-chhiong,Soo Tsing-tshiong
12401,Tân Kiok,Tan5 Kiok,Tân Kiok,Tan5 Kiok,陳菊,陳菊,陳菊,匿名,Tan Kiok,Tan Kiok
12402,lēng-ân,leng7-an5,līng-ân,ling7-an5,冗絚,冗絚,鬆緊,匿名,leng-an,ling-an
12403,chián-á-ku,chian2-a2-ku,tsián-á-ku,tsian2-a2-ku,剪仔龜,剪仔龜,鍬形蟲,匿名,chian-a-ku,tsian-a-ku
12404,kah piān--ê,kah pian7--e5,kah piān--ê,kah pian7--e5,佮便的,佮便的,內建,匿名,kah pian--e,kah pian--e
12405,khe̍h phoe--ê,kheh8 phoe--e5,khe̍h phue--ê,kheh8 phue--e5,挈批的,挈批的,郵差,匿名,kheh phoe--e,kheh phue--e
12406,pak-kòa-kin-la̍t,pak-koa3-kin-lat8,pak-kuà-kin-la̍t,pak-kua3-kin-lat8,腹蓋筋力,腹蓋筋力,核心肌力,匿名,pak-koa-kin-lat,pak-kua-kin-lat
12407,jîn-bîn-phiò,jin5-bin5-phio3,jîn-bîn-phiò,jin5-bin5-phio3,人民票,人民票,人民幣,匿名,jin-bin-phio,jin-bin-phio
12408,tē-hā-thih,te7-ha7-thih,tē-hā-thih,te7-ha7-thih,地下鐵,地下鐵,捷運,匿名,te-ha-thih,te-ha-thih
12409,am-bīn,am-bin7,am-bīn,am-bin7,掩面,掩面,蒙面,匿名,am-bin,am-bin
12410,Kong-ho̍k Hiong-káng. Sî-tāi kek-bēng.,Kong-hok8 Hiong-kang2. Si5-tai7 kek-beng7.,Kong-ho̍k Hiong-káng. Sî-tāi kik-bīng.,Kong-hok8 Hiong-kang2. Si5-tai7 kik-bing7.,光復香港時代革命,光復香港時代革命,光復香港時代革命,匿名,Kong-hok Hiong-kang. Si-tai kek-beng.,Kong-hok Hiong-kang. Si-tai kik-bing.
12411,ho̍k-bīn,hok8-bin7,ho̍k-bīn,hok8-bin7,袱面,袱面,蒙面,匿名,hok-bin,hok-bin
12412,ho̍k-bīn,hok8-bin7,ho̍k-bīn,hok8-bin7,伏面,伏面,蒙面,匿名,hok-bin,hok-bin
12413,ngiâ-hong-bīn,ngia5-hong-bin7,ngiâ-hong-bīn,ngia5-hong-bin7,迎風面,迎風面,迎風面,匿名,ngia-hong-bin,ngia-hong-bin
12414,bùn-té--ê,bun3-te2--e5,bùn-té--ê,bun3-te2--e5,鼢底的,鼢底的,臥底,匿名,bun-te--e,bun-te--e
12415,lō͘-lê-peng,loo7-le5-peng,lōo-lê-ping,loo7-le5-ping,露螺冰,露螺冰,霜淇淋,匿名,lo-le-peng,loo-le-ping
12416,thài-iông-piáⁿ,thai3-iong5-piann2,thài-iông-piánn,thai3-iong5-piann2,太陽餅,太陽餅,太陽餅,匿名,thai-iong-pia,thai-iong-piann
12417,sim-tō-koán,sim-to7-koan2,sim-tō-kuán,sim-to7-kuan2,心導管,心導管,心導管,匿名,sim-to-koan,sim-to-kuan
12418,kóe-chí-sîn,koe2-chi2-sin5,kué-tsí-sîn,kue2-tsi2-sin5,果子蠅,果子蠅,果蠅,匿名,koe-chi-sin,kue-tsi-sin
12419,liông-sîn-kiat-sî,liong5-sin5-kiat-si5,liông-sîn-kiat-sî,liong5-sin5-kiat-si5,良辰吉時,良辰吉時,良辰吉時,匿名,liong-sin-kiat-si,liong-sin-kiat-si
12420,tn̂g-ūi-iām,tng5-ui7-iam7,tn̂g-uī-iām,tng5-ui7-iam7,腸胃炎,腸胃炎,腸胃炎,匿名,tn̂g-ui-iam,tn̂g-ui-iam
12421,ē-tōa-chēng-me̍h,e7-toa7-cheng7-meh8,ē-tuā-tsīng-me̍h,e7-tua7-tsing7-meh8,下大靜脈,下大靜脈,下腔靜脈,匿名,e-toa-cheng-meh,e-tua-tsing-meh
12422,ha̍k-mōe,hak8-moe7,ha̍k-muē,hak8-mue7,學妹,學妹,學妹,匿名,hak-moe,hak-mue
12423,îⁿ-chiu-lu̍t,inn5-chiu-lut8,înn-tsiu-lu̍t,inn5-tsiu-lut8,圓周率,圓周率,圓周率,匿名,i-chiu-lut,inn-tsiu-lut
12424,thuh-khang a̍p-á,thuh-khang ap8-a2,thuh-khang a̍p-á,thuh-khang ap8-a2,黜空盒仔,黜空盒仔,戳戳樂,蔡文莉,thuh-khang ap-a,thuh-khang ap-a
12425,sit-tì-chèng,sit-ti3-cheng3,sit-tì-tsìng,sit-ti3-tsing3,失智症,失智症,失智症,匿名,sit-ti-cheng,sit-ti-tsing
12426,sok-ka-sún,sok-ka-sun2,sok-ka-sún,sok-ka-sun2,塑膠筍,塑膠筍,三角錐,匿名,sok-ka-sun,sok-ka-sun
12427,àm-mi-so-niau,am3-mi-so-niau,àm-mi-so-niau,am3-mi-so-niau,暗瞇挲貓,暗瞇挲貓,暗瞇挲貓,匿名,am-mi-so-niau,am-mi-so-niau
12428,kún-lún-chūn-kún,kun2-lun2-chun7-kun2,kún-lún-tsūn-kún,kun2-lun2-tsun7-kun2,滾碖捘滾,滾碖捘滾,暗瞇挲貓,匿名,kun-lun-chun-kun,kun-lun-tsun-kun
12429,pe̍h-tám,peh8-tam2,pe̍h-tám,peh8-tam2,白膽,白膽,馬糞海膽,匿名,peh-tam,peh-tam
12430,soaⁿ-iûⁿ-á,soann-iunn5-a2,suann-iûnn-á,suann-iunn5-a2,山羊仔,山羊仔,旱鴨子,匿名,soa-iu-a,suann-iunn-a
12431,bû-jîn-ki,bu5-jin5-ki,bû-jîn-ki,bu5-jin5-ki,無人機,無人機,無人機,匿名,bu-jin-ki,bu-jin-ki
12432,chhiu-hêng-kun-thâng,chhiu-heng5-kun-thang5,tshiu-hîng-kun-thâng,tshiu-hing5-kun-thang5,秋行軍蟲,秋行軍蟲,秋行軍蟲,匿名,chhiu-heng-kun-thang,tshiu-hing-kun-thang
12433,tiān-hû-thui,tian7-hu5-thui,tiān-hû-thui,tian7-hu5-thui,電扶梯,電扶梯,電扶梯,匿名,tian-hu-thui,tian-hu-thui
12434,khut-kùn-kiû,khut-kun3-kiu5,khut-kùn-kiû,khut-kun3-kiu5,屈棍球,屈棍球,曲棍球,匿名,khut-kun-kiu,khut-kun-kiu
12435,tāu-koaⁿ-chìⁿ-loân,tau7-koann-chinn3-loan5,tāu-kuann-tsìnn-luân,tau7-kuann-tsinn3-luan5,豆乾糋戀,豆乾糋戀,三角戀,匿名,tau-koa-chi-loan,tau-kuann-tsinn-luan
12436,hó-gia̍h-súi,ho2-giah8-sui2,hó-gia̍h-suí,ho2-giah8-sui2,好額媠,好額媠,白富美,匿名,ho-giah-sui,ho-giah-sui
12437,sio-lō-hiaⁿ,sio-lo7-hiann,sio-lō-hiann,sio-lo7-hiann,燒烙兄,燒烙兄,暖男,匿名,sio-lo-hia,sio-lo-hiann
12438,cheng-leng-chio̍h,cheng-leng-chioh8,tsing-ling-tsio̍h,tsing-ling-tsioh8,鐘奶石,鐘奶石,鐘乳石,匿名,cheng-leng-chioh,tsing-ling-tsioh
12439,chhiú-āu-tó͘,chhiu2-au7-too2,tshiú-āu-tóo,tshiu2-au7-too2,手後肚,手後肚,三頭肌,蔡文莉,chhiu-au-to,tshiu-au-too
12440,chhiah-sin--ê,chhiah-sin--e5,tshiah-sin--ê,tshiah-sin--e5,赤身的,赤身的,裸賣,蔡文莉,chhiah-sin--e,tshiah-sin--e
12441,saⁿ-poe-nn̄g-ko,sann-poe-nng7-ko,sann-pue-nn̄g-ko,sann-pue-nng7-ko,三杯卵糕,三杯卵糕,磅蛋糕,蔡文莉,sa-poe-nn̄g-ko,sann-pue-nn̄g-ko
12442,sé io̍h-á,se2 ioh8-a2,sé io̍h-á,se2 ioh8-a2,洗藥仔,洗藥仔,噴農藥,蔡文莉,se ioh-a,se ioh-a
12443,koeh,koeh,kueh,kueh,蕨,蕨,蕨,匿名,koeh,kueh
12444,chho͘-chín,chhoo-chin2,tshoo-tsín,tshoo-tsin2,初診,初診,初診,匿名,chho-chin,tshoo-tsin
12445,khà-nn̄g,kha3-nng7,khà-nn̄g,kha3-nng7,敲卵,敲卵,敲蛋,匿名,kha-nn̄g,kha-nn̄g
12446,thâng-khang,thang5-khang,thâng-khang,thang5-khang,蟲空,蟲空,蟲洞,匿名,thang-khang,thang-khang
12447,pòaⁿ-lō͘-chām,poann3-loo7-cham7,puànn-lōo-tsām,puann3-loo7-tsam7,半路站,半路站,折返點,匿名,poa-lo-cham,puann-loo-tsam
12448,thô͘-tui,thoo5-tui,thôo-tui,thoo5-tui,塗堆,塗堆,土堆,匿名,tho-tui,thoo-tui
12449,mô͘-su̍t-su,moo5-sut8-su,môo-su̍t-su,moo5-sut8-su,魔術師,魔術師,魔術師,匿名,mo-sut-su,moo-sut-su
12450,chhián-hang,chhian2-hang,tshián-hang,tshian2-hang,淺烘,淺烘,淺焙,匿名,chhian-hang,tshian-hang
12451,tiong-hang,tiong-hang,tiong-hang,tiong-hang,中烘,中烘,中焙,匿名,tiong-hang,tiong-hang
12452,chhim-hang,chhim-hang,tshim-hang,tshim-hang,深烘,深烘,深焙,匿名,chhim-hang,tshim-hang
12453,tiong-chhim-hang,tiong-chhim-hang,tiong-tshim-hang,tiong-tshim-hang,中深烘,中深烘,中深焙,匿名,tiong-chhim-hang,tiong-tshim-hang
12454,chhián-tiong-hang,chhian2-tiong-hang,tshián-tiong-hang,tshian2-tiong-hang,淺中烘,淺中烘,中深焙,匿名,chhian-tiong-hang,tshian-tiong-hang
12455,tāu-á-toaⁿ,tau7-a2-toann,tāu-á-tuann,tau7-a2-tuann,豆仔單,豆仔單,豆單,匿名,tau-a-toa,tau-a-tuann
12456,siòng-kheng,siong3-kheng,siòng-khing,siong3-khing,相框,相框,相框,匿名,siong-kheng,siong-khing
12457,si̍t-si̍p-seng,sit8-sip8-seng,si̍t-si̍p-sing,sit8-sip8-sing,實習生,實習生,實習生,匿名,sit-sip-seng,sit-sip-sing
12458,goe̍h-thiap-á,goeh8-thiap-a2,gue̍h-thiap-á,gueh8-thiap-a2,月帖仔,月帖仔,月曆,蔡文莉,goeh-thiap-a,gueh-thiap-a
12459,chù-hoeh,chu3-hoeh,tsù-hueh,tsu3-hueh,注血,注血,輸血,匿名,chu-hoeh,tsu-hueh
12460,soh-á-hûn,soh-a2-hun5,soh-á-hûn,soh-a2-hun5,索仔雲,索仔雲,索狀雲,匿名,soh-a-hun,soh-a-hun
12461,tû-sip,tu5-sip,tû-sip,tu5-sip,除溼,除溼,除濕,匿名,tu-sip,tu-sip
12462,nn̄g-jîn-so͘,nng7-jin5-soo,nn̄g-jîn-soo,nng7-jin5-soo,卵仁酥,卵仁酥,蛋黃酥,匿名,nn̄g-jin-so,nn̄g-jin-soo
12463,tiān-hang-lô͘,tian7-hang-loo5,tiān-hang-lôo,tian7-hang-loo5,電烘爐,電烘爐,電暖器,匿名,tian-hang-lo,tian-hang-loo
12464,la̍k-kèⁿ-chhn̂g,lak8-kenn3-chhng5,la̍k-kènn-tshn̂g,lak8-kenn3-tshng5,六桱床,六桱床,單人床,匿名,lak-ke-chhn̂g,lak-kenn-tshn̂g
12465,cha̍p-kèⁿ-chhn̂g,chap8-kenn3-chhng5,tsa̍p-kènn-tshn̂g,tsap8-kenn3-tshng5,十桱床,十桱床,雙人床,匿名,chap-ke-chhn̂g,tsap-kenn-tshn̂g
12466,ho̍k-bīn,hok8-bin7,ho̍k-bīn,hok8-bin7,服面,服面,蒙面,匿名,hok-bin,hok-bin
12467,chóa-kheh-á,choa2-kheh-a2,tsuá-kheh-á,tsua2-kheh-a2,紙篋仔,紙篋仔,紙盒,匿名,choa-kheh-a,tsua-kheh-a
12468,tōa-kóng-sian,toa7-kong2-sian,tuā-kóng-sian,tua7-kong2-sian,大管仙,大管仙,招潮蟹,匿名,toa-kong-sian,tua-kong-sian
12469,hoe-m̂,hoe-m5,hue-m̂,hue-m5,花莓,花莓,花莓,匿名,hoe-m̂,hue-m̂
12470,hì-chiaⁿ,hi3-chiann,hì-tsiann,hi3-tsiann,戲精,戲精,戲精,匿名,hi-chia,hi-tsiann
12471,A-hù-hān,A-hu3-han7,A-hù-hān,A-hu3-han7,阿富汗,阿富汗,阿富汗,匿名,A-hu-han,A-hu-han
12472,tiān-báng-phah-á,tian7-bang2-phah-a2,tiān-báng-phah-á,tian7-bang2-phah-a2,電蠓拍仔,電蠓拍仔,電蚊拍,匿名,tian-bang-phah-a,tian-bang-phah-a
12473,siau-to̍k-chúi,siau-tok8-chui2,siau-to̍k-tsuí,siau-tok8-tsui2,消毒水,消毒水,消毒水,匿名,siau-tok-chui,siau-tok-tsui
12474,hióng-pán,hiong2-pan2,hióng-pán,hiong2-pan2,響板,響板,響板,匿名,hiong-pan,hiong-pan
12475,tàn-hìⁿ-sak,tan3-hinn3-sak,tàn-hìnn-sak,tan3-hinn3-sak,擲挕捒,擲挕捒,丟棄,匿名,tan-hi-sak,tan-hinn-sak
12476,sio-koah-bah,sio-koah-bah,sio-kuah-bah,sio-kuah-bah,燒割肉,燒割肉,沙威瑪,匿名,sio-koah-bah,sio-kuah-bah
12477,sòa-chhiàⁿ,soa3-chhiann3,suà-tshiànn,sua3-tshiann3,紲倩,紲倩,續聘,匿名,soa-chhia,sua-tshiann
12478,liân-jī-hû,lian5-ji7-hu5,liân-jī-hû,lian5-ji7-hu5,聯字符,聯字符,連字號,匿名,lian-ji-hu,lian-ji-hu
12479,chò khong-khì-tiûⁿ,cho3 khong-khi3-tiunn5,tsò khong-khì-tiûnn,tso3 khong-khi3-tiunn5,做空氣場,做空氣場,充場面,匿名,cho khong-khi-tiu,tso khong-khi-tiunn
12480,hāⁿ-nî,hann7-ni5,hānn-nî,hann7-ni5,迒年,迒年,跨年,匿名,ha-ni,hann-ni
12481,thai-kiám,thai-kiam2,thai-kiám,thai-kiam2,篩檢,篩檢,篩檢,匿名,thai-kiam,thai-kiam
12482,cha-bó͘-kán-á,cha-boo2-kan2-a2,tsa-bóo-kán-á,tsa-boo2-kan2-a2,查某𡢃仔,查某𡢃仔,女僕,戴宸洋,cha-bo-kan-a,tsa-boo-kan-a
12483,Bân-tang-gí/Bân-tang-gú,Ban5-tang-gi2/Ban5-tang-gu2,Bân-tang-gí/Bân-tang-gú,Ban5-tang-gi2/Ban5-tang-gu2,閩東語,閩東語,閩東語,戴宸洋,Ban-tang-gi/Ban-tang-gu,Ban-tang-gi/Ban-tang-gu
12484,Bân-pak-gí/Bân-pak-gú,Ban5-pak-gi2/Ban5-pak-gu2,Bân-pak-gí/Bân-pak-gú,Ban5-pak-gi2/Ban5-pak-gu2,閩北語,閩北語,閩北語,戴宸洋,Ban-pak-gi/Ban-pak-gu,Ban-pak-gi/Ban-pak-gu
12485,ip,ip,ip,ip,邑,邑,邑,戴宸洋,ip,ip
12486,thó-thàn,tho2-than3,thó-thàn,tho2-than3,討趁,討趁,打拚,戴宸洋,tho-than,tho-than
12487,Kî-tin,Ki5-tin,Kî-tin,Ki5-tin,旗津,旗津,旗津,戴宸洋,Ki-tin,Ki-tin
12488,Kó͘-san,Koo2-san,Kóo-san,Koo2-san,鼓山,鼓山,鼓山,戴宸洋,Ko-san,Koo-san
12489,Lêng-ngá,Leng5-nga2,Lîng-ngá,Ling5-nga2,苓雅,苓雅,苓雅,戴宸洋,Leng-nga,Ling-nga
12490,iàn-châu,ian3-chau5,iàn-tsâu,ian3-tsau5,燕巢,燕巢,燕巢,戴宸洋,ian-chau,ian-tsau
12491,A-lian,A-lian,A-lian,A-lian,阿蓮,阿蓮,阿蓮,戴宸洋,A-lian,A-lian
12492,Ô͘-lāi,Oo5-lai7,Ôo-lāi,Oo5-lai7,湖內,湖內,湖內,戴宸洋,O-lai,Oo-lai
12493,Ka-tiāⁿ,Ka-tiann7,Ka-tiānn,Ka-tiann7,茄萣,茄萣,茄萣,戴宸洋,Ka-tia,Ka-tiann
12494,Éng-an,Eng2-an,Íng-an,Ing2-an,永安,永安,永安,戴宸洋,Eng-an,Ing-an
12495,Sam-nâ,Sam-na5,Sam-nâ,Sam-na5,杉林,杉林,杉林,戴宸洋,Sam-na,Sam-na
12496,Sam-bîn-chú-gī,Sam-bin5-chu2-gi7,Sam-bîn-tsú-gī,Sam-bin5-tsu2-gi7,三民主義,三民主義,三民主義,戴宸洋,Sam-bin-chu-gi,Sam-bin-tsu-gi
12497,gōa-seng-lí-á/gōe-seng-lí-á,goa7-seng-li2-a2/goe7-seng-li2-a2,guā-sing-lí-á/guē-sing-lí-á,gua7-sing-li2-a2/gue7-sing-li2-a2,外甥女仔,外甥女仔,外甥女,戴宸洋,goa-seng-li-a/goe-seng-li-a,gua-sing-li-a/gue-sing-li-a
12498,tōa-niû-ko͘,toa7-niu5-koo,tuā-niû-koo,tua7-niu5-koo,大娘姑,大娘姑,夫姊,戴宸洋,toa-niu-ko,tua-niu-koo
12499,tōa-niû-ko͘,toa7-niu5-koo,tuā-niû-koo,tua7-niu5-koo,大娘姑,大娘姑,夫姊,戴宸洋,toa-niu-ko,tua-niu-koo
12500,chňg,chňg,tsňg,tsňg,吮,吮,吮,戴宸洋,chňg,tsňg
12501,bô̤,bor5,bêr,ber5,糜,糜,稀飯,戴宸洋,bo̤,ber
12502,thô͘-môe,thoo5-moe5,thôo-muê,thoo5-mue5,塗糜,塗糜,泥漿,戴宸洋,tho-moe,thoo-mue
12503,"Iā tio̍h chhôe, iā tio̍h môe.","Ia7 tioh8 chhoe5, ia7 tioh8 moe5.","Iā tio̍h tshuê, iā tio̍h muê.","Ia7 tioh8 tshue5, ia7 tioh8 mue5.",也著箠，也著糜。,也著箠，也著糜。,賞罰並重,戴宸洋,"Ia tioh chhoe, ia tioh moe.","Ia tioh tshue, ia tioh mue."
12504,ûn,un5,ûn,un5,勻,勻,輩份,戴宸洋,un,un
12505,téng-iân,teng2-ian5,tíng-iân,ting2-ian5,頂沿,頂沿,前輩,戴宸洋,teng-ian,ting-ian
12506,tho-thiat,tho-thiat,tho-thiat,tho-thiat,饕餮,饕餮,饕餮,戴宸洋,tho-thiat,tho-thiat
12507,lí-hiaⁿ góa-tī,li2-hiann goa2-ti7,lí-hiann guá-tī,li2-hiann gua2-ti7,你兄我弟,你兄我弟,好兄弟,戴宸洋,li-hia goa-ti,li-hiann gua-ti
12508,sí-chōe,si2-choe7,sí-tsuē,si2-tsue7,死罪,死罪,死刑,戴宸洋,si-choe,si-tsue
12509,sí-siú,si2-siu2,sí-siú,si2-siu2,死守,死守,死守,戴宸洋,si-siu,si-siu
12510,sí-ti̍t,si2-tit8,sí-ti̍t,si2-tit8,死直,死直,憨厚,戴宸洋,si-tit,si-tit
