id,poj_unicode,poj_input,kip_unicode,kip_input,hanlo_taibun_poj,hanlo_taibun_kip,hoabun,english,poochhiong_chuliau,muithe_miachheng,hongsang_jitki,liankiat,poj_normalized,kip_normalized
1789,Jia̍t-phut-phut ǹg-bāng sin ê nî-hō ē-tàng hō͘ kok-ka ū sin-chhak-chhak ê khì-hun.,Jiat8-phut-phut ng3-bang7 sin e5 ni5-ho7 e7-tang3 hoo7 kok-ka u7 sin-chhak-chhak e5 khi3-hun.,Jia̍t-phut-phut ǹg-bāng sin ê nî-hō ē-tàng hōo kok-ka ū sin-tshak-tshak ê khì-hun.,Jiat8-phut-phut ng3-bang7 sin e5 ni5-ho7 e7-tang3 hoo7 kok-ka u7 sin-tshak-tshak e5 khi3-hun.,熱phut-phut向望新ê年號會當予國家有新chhak-chhak ê khì-hun,熱phut-phut向望新ê年號會當予國家有新tshak-tshak ê khì-hun,熱烈期盼新的年號將會為整個國家，注入嶄新的氛圍,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,Jiat-phut-phut ng-bang sin e ni-ho e-tang ho kok-ka u sin-chhak-chhak e khi-hun.,Jiat-phut-phut ng-bang sin e ni-ho e-tang hoo kok-ka u sin-tshak-tshak e khi-hun.
1790,sin-chhak-chhak,sin-chhak-chhak,sin-tshak-tshak,sin-tshak-tshak,新chhak-chhak,新tshak-tshak,非常新,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,sin-chhak-chhak,sin-tshak-tshak
1791,sin-tak-tak,sin-tak-tak,sin-tak-tak,sin-tak-tak,新tak-tak,新tak-tak,非常新,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,sin-tak-tak,sin-tak-tak
1792,sin-tia̍k-tia̍k,sin-tiak8-tiak8,sin-tia̍k-tia̍k,sin-tiak8-tiak8,新tia̍k-tia̍k,新tia̍k-tia̍k,非常新,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,sin-tiak-tiak,sin-tiak-tiak
1793,sin-tiám-tiám,sin-tiam2-tiam2,sin-tiám-tiám,sin-tiam2-tiam2,新tiám-tiám,新tiám-tiám,非常新,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,sin-tiam-tiam,sin-tiam-tiam
1794,khang-ūi-goân-siú,khang-ui7-goan5-siu2,khang-uī-guân-siú,khang-ui7-guan5-siu2,空位元首,空位元首,虛位元首,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,khang-ui-goan-siu,khang-ui-guan-siu
1795,nî-hō,ni5-ho7,nî-hō,ni5-ho7,年號,年號,年號,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,ni-ho,ni-ho
1796,kà-peng,ka3-peng,kà-ping,ka3-ping,駕崩,駕崩,駕崩,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,ka-peng,ka-ping
1797,gêng-chiap,geng5-chiap,gîng-tsiap,ging5-tsiap,迎接,迎接,迎接,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,geng-chiap,ging-tsiap
1798,ngiâ-chih,ngia5-chih,ngiâ-tsih,ngia5-tsih,迎接,迎接,迎接,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,ngia-chih,ngia-tsih
1799,nî-kō,ni5-ko7,nî-kō,ni5-ko7,年號,年號,年號,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,ni-ko,ni-ko
1800,nî-ko,ni5-ko,nî-ko,ni5-ko,年號,年號,年號,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,ni-ko,ni-ko
1801,hō͘-è,hoo7-e3,hōo-è,hoo7-e3,後裔,後裔,後裔,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,ho-e,hoo-e
1802,hō͘-ì,hoo7-i3,hōo-ì,hoo7-i3,後裔,後裔,後裔,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,ho-i,hoo-i
1803,la̍k khoân,lak8 khoan5,la̍k khuân,lak8 khuan5,搦權,搦權,掌權,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,lak khoan,lak khuan
1804,la̍k koân,lak8 koan5,la̍k kuân,lak8 kuan5,搦權,搦權,掌權,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,lak koan,lak kuan
1805,hun-chiong,hun-chiong,hun-tsiong,hun-tsiong,勳章,勳章,勳章,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,hun-chiong,hun-tsiong
1806,khang-khak-miâ,khang-khak-mia5,khang-khak-miâ,khang-khak-mia5,空殼名,空殼名,無實質權力的名稱,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,khang-khak-mia,khang-khak-mia
1807,"Kè hó ang pn̄g ang sè, kè pháiⁿ ang giâ ang kê.","Ke3 ho2 ang png7 ang se3, ke3 phainn2 ang gia5 ang ke5.","Kè hó ang pn̄g ang sè, kè pháinn ang giâ ang kê.","Ke3 ho2 ang png7 ang se3, ke3 phainn2 ang gia5 ang ke5.",嫁好翁傍翁勢，嫁歹翁夯翁枷。,嫁好翁傍翁勢，嫁歹翁夯翁枷。,,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,"Ke ho ang pn̄g ang se, ke phai ang gia ang ke.","Ke ho ang pn̄g ang se, ke phainn ang gia ang ke."
1808,Lâi chia kóng-ōe mài hiah chhoaⁿ,Lai5 chia kong2-oe7 mai3 hiah chhoann,Lâi tsia kóng-uē mài hiah tshuann,Lai5 tsia kong2-ue7 mai3 hiah tshuann,來遮講話莫hiah chhoaⁿ,來遮講話莫hiah tshuann,,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,Lai chia kong-oe mai hiah chhoa,Lai tsia kong-ue mai hiah tshuann
1809,"Niau-chia̍h iâm, chhûn-pān sí","Niau-chiah8 iam5, chhun5-pan7 si2","Niau-tsia̍h iâm, tshûn-pān sí","Niau-tsiah8 iam5, tshun5-pan7 si2",貓食鹽—chhûn-pān死,貓食鹽—tshûn-pān死,,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,"Niau-chiah iam, chhun-pan si","Niau-tsiah iam, tshun-pan si"
1810,thàn phāng cháu--ji̍p-khì,than3 phang7 chau2--jip8-khi3,thàn phāng tsáu--ji̍p-khì,than3 phang7 tsau2--jip8-khi3,趁縫走--入-去,趁縫走--入-去,趁虛而入,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,than phang chau--jip-khi,than phang tsau--jip-khi
1811,lâng that-tó-ke,lang5 that-to2-ke,lâng that-tó-ke,lang5 that-to2-ke,人窒倒街,人窒倒街,人山人海/人群出籠,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,lang that-to-ke,lang that-to-ke
1812,pháiⁿ-pháng,phainn2-phang2,pháinn-pháng,phainn2-phang2,歹紡,歹紡,難行/難處理,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,phai-phang,phainn-phang
1813,saⁿh-tio̍h hong,sannh-tioh8 hong,sannh-tio̍h hong,sannh-tioh8 hong,"saⁿh著風 ","sannh著風 ",感冒,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,sah-tioh hong,sannh-tioh hong
1814,hóe hoa--khì,hoe2 hoa--khi3,hué hua--khì,hue2 hua--khi3,火hoa--去,火hua--去,難收拾，做不到,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,hoe hoa--khi,hue hua--khi
1815,"Bô-hoân-bô-ló͘ , chhiūⁿ a-put-tó","Bo5-hoan5-bo5-loo2 , chhiunn7 a-put-to2","Bô-huân-bô-lóo , tshiūnn a-put-tó","Bo5-huan5-bo5-loo2 , tshiunn7 a-put-to2",無煩無惱，像阿不倒,無煩無惱，像阿不倒,,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,"Bo-hoan-bo-lo , chhiu a-put-to","Bo-huan-bo-loo , tshiunn a-put-to"
1816,"Liû-kám tōa sî-kiâⁿ, siūⁿ beh chù e̍k-biâu, kong-ka pó͘-chō͘--ê, ka-kī khai-chîⁿ--ê, kui Tâi-oân lóng khiàm-hòe.","Liu5-kam2 toa7 si5-kiann5, siunn7 beh chu3 ek8-biau5, kong-ka poo2-choo7--e5, ka-ki7 khai-chinn5--e5, kui Tai5-oan5 long2 khiam3-hoe3.","Liû-kám tuā sî-kiânn, siūnn beh tsù i̍k-biâu, kong-ka póo-tsōo--ê, ka-kī khai-tsînn--ê, kui Tâi-uân lóng khiàm-huè.","Liu5-kam2 tua7 si5-kiann5, siunn7 beh tsu3 ik8-biau5, kong-ka poo2-tsoo7--e5, ka-ki7 khai-tsinn5--e5, kui Tai5-uan5 long2 khiam3-hue3.",流感大時行，想欲注疫苗，公家補助--ê、家己開錢--ê，規台灣攏欠貨,流感大時行，想欲注疫苗，公家補助--ê、家己開錢--ê，規台灣攏欠貨,流感高峰期來臨，想接種疫苗，公費、自費全台缺貨,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,"Liu-kam toa si-kia, siu beh chu ek-biau, kong-ka po-cho--e, ka-ki khai-chi--e, kui Tai-oan long khiam-hoe.","Liu-kam tua si-kiann, siunn beh tsu ik-biau, kong-ka poo-tsoo--e, ka-ki khai-tsinn--e, kui Tai-uan long khiam-hue."
1817,"Liân-sòa saⁿ kang khí-tāng-jia̍t, khuh-khuh-sàu, koh tài kip-sèng ê bē-chhoán-khùi.","Lian5-soa3 sann kang khi2-tang7-jiat8, khuh-khuh-sau3, koh tai3 kip-seng3 e5 be7-chhoan2-khui3.","Liân-suà sann kang khí-tāng-jia̍t, khuh-khuh-sàu, koh tài kip-sìng ê bē-tshuán-khuì.","Lian5-sua3 sann kang khi2-tang7-jiat8, khuh-khuh-sau3, koh tai3 kip-sing3 e5 be7-tshuan2-khui3.",連紲三工起重熱、khuh-khuh嗽，閣帶急性ê袂喘氣,連紲三工起重熱、khuh-khuh嗽，閣帶急性ê袂喘氣,連續三天高燒、咳嗽，併發急性呼吸衰竭,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,"Lian-soa sa kang khi-tang-jiat, khuh-khuh-sau, koh tai kip-seng e be-chhoan-khui.","Lian-sua sann kang khi-tang-jiat, khuh-khuh-sau, koh tai kip-sing e be-tshuan-khui."
1818,"Nā tio̍h liû-kám chō-sêng hì-kńg kám-jiám, liâm-mo̍͘h tio̍h siong, hì-iām-liân-kiû-khún tō ē thàn-phāng-cháu--ji̍p-khì.","Na7 tioh8 liu5-kam2 cho7-seng5 hi3-kng2 kam2-jiam2, liam5-mooh8 tioh8 siong, hi3-iam7-lian5-kiu5-khun2 to7 e7 than3-phang7-chau2--jip8-khi3.","Nā tio̍h liû-kám tsō-sîng hì-kńg kám-jiám, liâm-mo̍oh tio̍h siong, hì-iām-liân-kiû-khún tō ē thàn-phāng-tsáu--ji̍p-khì.","Na7 tioh8 liu5-kam2 tso7-sing5 hi3-kng2 kam2-jiam2, liam5-mooh8 tioh8 siong, hi3-iam7-lian5-kiu5-khun2 to7 e7 than3-phang7-tsau2--jip8-khi3.",若tio̍h流感造成肺管感染、黏膜tio̍h傷，肺炎鏈球菌就會趁縫走--入-去,若tio̍h流感造成肺管感染、黏膜tio̍h傷，肺炎鏈球菌就會趁縫走--入-去,如果經由流感造成呼吸道感染、黏膜受損，肺淡鏈球菌就會乘虛而入,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,"Na tioh liu-kam cho-seng hi-kng kam-jiam, liam-moh tioh siong, hi-iam-lian-kiu-khun to e than-phang-chau--jip-khi.","Na tioh liu-kam tso-sing hi-kng kam-jiam, liam-mooh tioh siong, hi-iam-lian-kiu-khun to e than-phang-tsau--jip-khi."
1819,"Nā tí-khòng-la̍t bái, khùn ê sî ē kôⁿ, hō͘ ka-kī ê chhùi-nōa cha̍k--tio̍h","Na7 ti2-khong3-lat8 bai2, khun3 e5 si5 e7 konn5, hoo7 ka-ki7 e5 chhui3-noa7 chak8--tioh8","Nā tí-khòng-la̍t bái, khùn ê sî ē kônn, hōo ka-kī ê tshuì-nuā tsa̍k--tio̍h","Na7 ti2-khong3-lat8 bai2, khun3 e5 si5 e7 konn5, hoo7 ka-ki7 e5 tshui3-nua7 tsak8--tioh8",若抵抗力䆀，睏ê時會kôⁿ，予家己ê喙瀾cha̍k--tio̍h.,若抵抗力䆀，睏ê時會kônn，予家己ê喙瀾tsa̍k--tio̍h.,當抵抗力變差，睡眠當中有打呼，被自己口水嗆到,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,"Na ti-khong-lat bai, khun e si e ko, ho ka-ki e chhui-noa chak--tioh","Na ti-khong-lat bai, khun e si e konn, hoo ka-ki e tshui-nua tsak--tioh"
1820,"Hāⁿ-nî liân-sòa hioh-ká beh kàu, lâng that-tó-ke, ē koh khah gâu hō͘ lâng òe--tio̍h, bô-sè-jī bē-sái--tit.","Hann7-ni5 lian5-soa3 hioh-ka2 beh kau3, lang5 that-to2-ke, e7 koh khah gau5 hoo7 lang5 oe3--tioh8, bo5-se3-ji7 be7-sai2--tit.","Hānn-nî liân-suà hioh-ká beh kàu, lâng that-tó-ke, ē koh khah gâu hōo lâng uè--tio̍h, bô-sè-jī bē-sái--tit.","Hann7-ni5 lian5-sua3 hioh-ka2 beh kau3, lang5 that-to2-ke, e7 koh khah gau5 hoo7 lang5 ue3--tioh8, bo5-se3-ji7 be7-sai2--tit.",迒年連紲歇假欲到，人窒倒街，會閣較gâu予人穢--著，無細膩袂使--得,迒年連紲歇假欲到，人窒倒街，會閣較gâu予人穢--著，無細膩袂使--得,跨年年假來臨，人群出籠，又會增加傳染機率，民眾不可不慎,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,"Ha-ni lian-soa hioh-ka beh kau, lang that-to-ke, e koh khah gau ho lang oe--tioh, bo-se-ji be-sai--tit.","Hann-ni lian-sua hioh-ka beh kau, lang that-to-ke, e koh khah gau hoo lang ue--tioh, bo-se-ji be-sai--tit."
1821,sim-iām,sim-iam7,sim-iām,sim-iam7,心炎,心炎,心炎（心發炎）,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,sim-iam,sim-iam
1822,hong-siâ,hong-sia5,hong-siâ,hong-sia5,風邪,風邪,感冒,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,hong-sia,hong-sia
1823,siong-hong,siong-hong,siong-hong,siong-hong,傷風,傷風,感冒,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,siong-hong,siong-hong
1824,cha̍t-phīⁿ,chat8-phinn7,tsa̍t-phīnn,tsat8-phinn7,實鼻,實鼻,鼻塞,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,chat-phi,tsat-phinn
1825,sat-phīⁿ,sat-phinn7,sat-phīnn,sat-phinn7,sat鼻,sat鼻,鼻塞,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,sat-phi,sat-phinn
1826,àng-phīⁿ,ang3-phinn7,àng-phīnn,ang3-phinn7,齆鼻,齆鼻,鼻塞,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,ang-phi,ang-phinn
1827,tāng-jia̍t,tang7-jiat8,tāng-jia̍t,tang7-jiat8,重熱,重熱,高燒,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,tang-jiat,tang-jiat
1828,Ē sim-būn--lah,E7 sim-bun7--lah,Ē sim-būn--lah,E7 sim-bun7--lah,會心悶--lah,會心悶--lah,,,,【民視台灣學堂】台語講世事,2019.02.28,https://youtu.be/0Nk3PIPvH34,E sim-bun--lah,E sim-bun--lah
1829,sú-ion̄g-lâng,su2-iong7-lang5,sú-iōng-lâng,su2-iong7-lang5,使用人,使用人,傭人,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,su-ion̄g-lang,su-iong-lang
1830,"Jîn-ûi che bô ha̍p-hoat, bô chiàu kui-tēng lâi, tio̍h-ài kā i thiah/liah--lo̍h-lâi, bô, tiō/tō bô ài kā i pān-lí.","Jin5-ui5 che bo5 hap8-hoat, bo5 chiau3 kui-teng7 lai5, tioh8-ai3 ka7 i thiah/liah--loh8-lai5, bo5, tio7/to7 bo5 ai3 ka7 i pan7-li2.","Jîn-uî tse bô ha̍p-huat, bô tsiàu kui-tīng lâi, tio̍h-ài kā i thiah/liah--lo̍h-lâi, bô, tiō/tō bô ài kā i pān-lí.","Jin5-ui5 tse bo5 hap8-huat, bo5 tsiau3 kui-ting7 lai5, tioh8-ai3 ka7 i thiah/liah--loh8-lai5, bo5, tio7/to7 bo5 ai3 ka7 i pan7-li2.",認為這無合法，無照規定來，著愛kā伊拆/裂--落-來，無，就無愛kā伊辦理,認為這無合法，無照規定來，著愛kā伊拆/裂--落-來，無，就無愛kā伊辦理,認為說這是不合法不合規定，必需要撕下來，若是不撕下來的話就不給予辦理,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,"Jin-ui che bo hap-hoat, bo chiau kui-teng lai, tioh-ai ka i thiah/liah--loh-lai, bo, tio/to bo ai ka i pan-li.","Jin-ui tse bo hap-huat, bo tsiau kui-ting lai, tioh-ai ka i thiah/liah--loh-lai, bo, tio/to bo ai ka i pan-li."
1831,"Chò chi̍t ê Tâi-oân-lâng, bô pí che koh-khah tōa ê bú-jio̍k/bú-lio̍k","Cho3 chit8 e5 Tai5-oan5-lang5, bo5 pi2 che koh-khah toa7 e5 bu2-jiok8/bu2-liok8","Tsò tsi̍t ê Tâi-uân-lâng, bô pí tse koh-khah tuā ê bú-jio̍k/bú-lio̍k","Tso3 tsit8 e5 Tai5-uan5-lang5, bo5 pi2 tse koh-khah tua7 e5 bu2-jiok8/bu2-liok8",做一个台灣人，無比這閣較大ê侮辱,做一个台灣人，無比這閣較大ê侮辱,身為一個台灣人，會覺得是一種莫大的羞辱,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,"Cho chit e Tai-oan-lang, bo pi che koh-khah toa e bu-jiok/bu-liok","Tso tsit e Tai-uan-lang, bo pi tse koh-khah tua e bu-jiok/bu-liok"
1832,"Tah “Tâi-oân-kok” tah-chóa ê hō͘-chiàu, hō͘ Thài-kok Pān-sū-chhù jîn-oân kiông thiah-phòa, i khì kah kui-pak-hóe bô-hoat-tō͘ chiap-siū.","Tah “Tai5-oan5-kok” tah-choa2 e5 hoo7-chiau3, hoo7 Thai3-kok Pan7-su7-chhu3 jin5-oan5 kiong5 thiah-phoa3, i khi3 kah kui-pak-hoe2 bo5-hoat-too7 chiap-siu7.","Tah “Tâi-uân-kok” tah-tsuá ê hōo-tsiàu, hōo Thài-kok Pān-sū-tshù jîn-uân kiông thiah-phuà, i khì kah kui-pak-hué bô-huat-tōo tsiap-siū.","Tah “Tai5-uan5-kok” tah-tsua2 e5 hoo7-tsiau3, hoo7 Thai3-kok Pan7-su7-tshu3 jin5-uan5 kiong5 thiah-phua3, i khi3 kah kui-pak-hue2 bo5-huat-too7 tsiap-siu7.",貼「台灣國」貼紙ê護照，hō͘泰國辦事處人員強拆破，伊氣甲規腹火無法度接受。,貼「台灣國」貼紙ê護照，hōo泰國辦事處人員強拆破，伊氣甲規腹火無法度接受。,貼有「台灣國」貼紙的護照，硬是被泰辦人員撕毁，讓他氣到無法接受,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,"Tah “Tai-oan-kok” tah-choa e ho-chiau, ho Thai-kok Pan-su-chhu jin-oan kiong thiah-phoa, i khi kah kui-pak-hoe bo-hoat-to chiap-siu.","Tah “Tai-uan-kok” tah-tsua e hoo-tsiau, hoo Thai-kok Pan-su-tshu jin-uan kiong thiah-phua, i khi kah kui-pak-hue bo-huat-too tsiap-siu."
1833,"Góa khì-kòe Au-chiu, Ji̍t-pún, Bí-kok chia-ê só͘-chai, lóng kiâⁿ thàu-thàu bô lâng tòng, tān-sī góa m̄ chai-iáⁿ sī-án-chóaⁿ Thài-kok in, tùi lán Tâi-oân ê thài-tō͘ chiah-nī-á khia-khang","Goa2 khi3-koe3 Au-chiu, Jit8-pun2, Bi2-kok chia-e5 soo2-chai, long2 kiann5 thau3-thau3 bo5 lang5 tong3, tan7-si7 goa2 m7 chai-iann2 si7-an2-choann2 Thai3-kok in, tui3 lan2 Tai5-oan5 e5 thai3-too7 chiah-ni7-a2 khia-khang","Guá khì-kuè Au-tsiu, Ji̍t-pún, Bí-kok tsia-ê sóo-tsai, lóng kiânn thàu-thàu bô lâng tòng, tān-sī guá m̄ tsai-iánn sī-án-tsuánn Thài-kok in, tuì lán Tâi-uân ê thài-tōo tsiah-nī-á khia-khang","Gua2 khi3-kue3 Au-tsiu, Jit8-pun2, Bi2-kok tsia-e5 soo2-tsai, long2 kiann5 thau3-thau3 bo5 lang5 tong3, tan7-si7 gua2 m7 tsai-iann2 si7-an2-tsuann2 Thai3-kok in, tui3 lan2 Tai5-uan5 e5 thai3-too7 tsiah-ni7-a2 khia-khang",我去過歐洲日本美國遮ê所在，攏行透透無人擋，但是我毋知影是按怎泰國in，對咱台灣ê態度遮爾仔欹空,我去過歐洲日本美國遮ê所在，攏行透透無人擋，但是我毋知影是按怎泰國in，對咱台灣ê態度遮爾仔欹空,我走過了歐洲日本美國這些地方，我都一律都暢行無阻，但我不知道說為什麼泰國他們，對我們台灣的態度如會如此地刁難,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,"Goa khi-koe Au-chiu, Jit-pun, Bi-kok chia-e so-chai, long kia thau-thau bo lang tong, tan-si goa m̄ chai-ia si-an-choa Thai-kok in, tui lan Tai-oan e thai-to chiah-ni-a khia-khang","Gua khi-kue Au-tsiu, Jit-pun, Bi-kok tsia-e soo-tsai, long kiann thau-thau bo lang tong, tan-si gua m̄ tsai-iann si-an-tsuann Thai-kok in, tui lan Tai-uan e thai-too tsiah-ni-a khia-khang"
1834,"Gōa-kau-pō͘ bū-sà-sà, koh án-chóaⁿ kóng i mā m̄ sī Thài-kok pān-sū-chhù ê hoat-giân tan-ūi, bē-tàng tāi-thè in hôe-tap.","Goa7-kau-poo7 bu7-sa3-sa3, koh an2-choann2 kong2 i ma7 m7 si7 Thai3-kok pan7-su7-chhu3 e5 hoat-gian5 tan-ui7, be7-tang3 tai7-the3 in hoe5-tap.","Guā-kau-pōo bū-sà-sà, koh án-tsuánn kóng i mā m̄ sī Thài-kok pān-sū-tshù ê huat-giân tan-uī, bē-tàng tāi-thè in huê-tap.","Gua7-kau-poo7 bu7-sa3-sa3, koh an2-tsuann2 kong2 i ma7 m7 si7 Thai3-kok pan7-su7-tshu3 e5 huat-gian5 tan-ui7, be7-tang3 tai7-the3 in hue5-tap.",外交部霧嗄嗄，閣按怎講伊嘛毋是泰國辦事處ê發言單位，袂當代替in回答,外交部霧嗄嗄，閣按怎講伊嘛毋是泰國辦事處ê發言單位，袂當代替in回答,外交部一頭霧水，畢竟不是泰國辦事處的發言單位，無法代答,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,"Goa-kau-po bu-sa-sa, koh an-choa kong i ma m̄ si Thai-kok pan-su-chhu e hoat-gian tan-ui, be-tang tai-the in hoe-tap.","Gua-kau-poo bu-sa-sa, koh an-tsuann kong i ma m̄ si Thai-kok pan-su-tshu e huat-gian tan-ui, be-tang tai-the in hue-tap."
1835,"Chit-chióng su-sióng ê sím-cha, Thài-kok tāi-piáu-chhù bô pit-iàu chò, jî-chhiáⁿ mā hui-siông sit-lé.","Chit-chiong2 su-siong2 e5 sim2-cha, Thai3-kok tai7-piau2-chhu3 bo5 pit-iau3 cho3, ji5-chhiann2 ma7 hui-siong5 sit-le2.","Tsit-tsióng su-sióng ê sím-tsa, Thài-kok tāi-piáu-tshù bô pit-iàu tsò, jî-tshiánn mā hui-siông sit-lé.","Tsit-tsiong2 su-siong2 e5 sim2-tsa, Thai3-kok tai7-piau2-tshu3 bo5 pit-iau3 tso3, ji5-tshiann2 ma7 hui-siong5 sit-le2.",這種思想ê審查，泰國代表處無必要做，而且嘛非常失禮,這種思想ê審查，泰國代表處無必要做，而且嘛非常失禮,這種思想上的審查，泰國代表處這邊沒有必要，而且也非常沒有禮貌,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,"Chit-chiong su-siong e sim-cha, Thai-kok tai-piau-chhu bo pit-iau cho, ji-chhia ma hui-siong sit-le.","Tsit-tsiong su-siong e sim-tsa, Thai-kok tai-piau-tshu bo pit-iau tso, ji-tshiann ma hui-siong sit-le."
1836,hō͘-chiàu,hoo7-chiau3,hōo-tsiàu,hoo7-tsiau3,護照,護照,護照,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,ho-chiau,hoo-tsiau
1837,hō͘-chiò,hoo7-chio3,hōo-tsiò,hoo7-tsio3,護照,護照,護照,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,ho-chio,hoo-tsio
1838,pha-su-phò͘-to͘h,pha-su-phoo3-tooh,pha-su-phòo-tooh,pha-su-phoo3-tooh,pha-su-phò͘-to͘h,pha-su-phòo-tooh,護照,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,pha-su-pho-toh,pha-su-phoo-tooh
1839,lo̍h-tē chhiam-chèng,loh8-te7 chhiam-cheng3,lo̍h-tē tshiam-tsìng,loh8-te7 tshiam-tsing3,落地簽證,落地簽證,落地簽證,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,loh-te chhiam-cheng,loh-te tshiam-tsing
1840,hô͘-hūn,hoo5-hun7,hôo-hūn,hoo5-hun7,糊混,糊混,混亂,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,ho-hun,hoo-hun
1841,hūn-loān,hun7-loan7,hūn-luān,hun7-luan7,混亂,混亂,混亂,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,hun-loan,hun-luan
1842,kian-sim,kian-sim,kian-sim,kian-sim,堅心,堅心,堅心,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,kian-sim,kian-sim
1843,ló͘-le̍k,loo2-lek8,lóo-li̍k,loo2-lik8,努力,努力,努力,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,lo-lek,loo-lik
1844,ló͘-la̍t,loo2-lat8,lóo-la̍t,loo2-lat8,勞力,勞力,多謝,,,【民視台灣學堂】台語講世事,2019.03.07,https://youtu.be/pCVnCQEhGa4,lo-lat,loo-lat
